F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,25,T Barron,75,24,180,Running
2,1,02,C Barron,73,51,180,Running
3,3,88,D Jarrett,73,0,165,Running
4,5,20,T Stewart,73,0,160,Running
5,10,24,J Gordon,73,0,155,Running
6,6,18,B Labonte,72,0,150,Running
7,4,99,J Burton,72,0,146,Running
8,8,33,K Schrader,72,0,142,Running
9,9,22,W Burton,72,0,138,Running
10,15,31,M Skinner,72,0,134,Running
11,11,44,K Petty,72,0,130,Running
12,20,55,K Wallace,72,0,127,Running
13,17,40,S Marlin,72,0,124,Running
14,13,28,K Irwin Jr.,72,0,121,Running
15,21,94,B Elliott,72,0,118,Running
16,19,23,J Spencer,72,0,115,Running
17,23,17,M Kenseth,72,0,112,Running
18,16,5,T Labonte,72,0,109,Running
19,26,43,J Andretti,71,0,106,Running
20,24,42,J Nemechek,71,0,103,Running
21,18,60,G Bodine,71,0,100,Running
22,28,12,J Mayfield,71,0,97,Running
23,22,75,T Musgrave,71,0,94,Running
24,25,21,E Sadler,71,0,91,Running
25,33,3,D Earnhardt,71,0,88,Running
26,32,2,R Wallace,71,0,85,Running
27,27,9,J Nadeau,71,0,82,Running
28,31,16,K Lepage,71,0,79,Running
29,36,26,J Benson,71,0,76,Running
30,37,66,D Waltrip,71,0,73,Running
31,39,97,C Little,71,0,70,Running
32,40,1,S Park,71,0,67,Running
33,29,41,D Green,70,0,64,Running
34,41,4,B Hamilton,70,0,61,Running
35,34,45,R Bickle,70,0,58,Running
36,14,7,M Waltrip,69,0,55,Running
37,12,6,M Martin,69,0,52,Running
38,30,10,R Rudd,69,0,49,Running
39,38,98,R Mast,68,0,46,Running
40,7,8,D Earnhardt Jr.,41,0,43,Clutch
41,35,77,R Pressley,12,0,40,Gearbox
