F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,11,18,B Labonte,59,9,180,Running
2,10,40,S Marlin,59,0,170,Running
3,20,22,W Burton,59,0,165,Running
4,35,1,S Park,59,0,160,Running
5,17,43,J Andretti,59,0,155,Running
6,42,67,B Said,59,0,150,Running
7,1,20,T Stewart,59,4,151,Running
8,2,97,K Busch,59,1,147,Running
9,23,24,J Gordon,59,0,138,Running
10,4,12,R Newman,59,0,134,Running
11,34,2,R Wallace,59,0,130,Running
12,6,02,C Barron,59,3,132,Running
13,9,28,R Rudd,59,0,124,Running
14,25,77,D Blaney,59,0,121,Running
15,3,17,M Kenseth,59,0,118,Running
16,16,8,D Earnhardt Jr.,59,0,115,Running
17,26,30,J Green,59,0,112,Running
18,8,21,E Sadler,59,0,109,Running
19,27,32,R Craven,59,0,106,Running
20,33,5,T Labonte,59,0,103,Running
21,28,55,B Hamilton,59,0,100,Running
22,18,25,T Barron,59,10,102,Running
23,32,10,J Benson,58,0,94,Running
24,30,45,K Petty,58,0,91,Running
25,5,48,J Johnson,58,32,98,Running
26,31,29,K Harvick,58,0,85,Running
27,15,31,R Gordon,58,0,82,Running
28,13,36,K Schrader,58,0,79,Running
29,40,09,G Bodine,58,0,76,Running
30,14,6,M Martin,58,0,73,Running
31,29,41,J Spencer,50,0,70,Accident
32,41,23,H Stricklin,14,0,67,Retired
33,39,7,C Atwood,14,0,64,Retired
34,12,88,D Jarrett,14,0,61,Retired
35,22,99,J Burton,14,0,58,Accident
36,24,4,M Skinner,14,0,55,Accident
37,36,11,B Bodine,14,0,52,Retired
38,37,14,S Compton,14,0,49,Retired
39,21,9,B Elliott,14,0,46,Retired
40,19,19,J Mayfield,14,0,43,Accident
41,7,15,M Waltrip,14,0,40,Retired
42,38,26,T Bodine,13,0,37,Retired
