F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,02,C Barron,59,44,185,Running
2,3,25,T Barron,59,1,175,Running
3,19,20,T Stewart,59,1,170,Running
4,5,17,M Kenseth,59,7,165,Running
5,14,99,J Burton,59,0,155,Running
6,15,43,J Andretti,59,0,150,Running
7,6,22,W Burton,59,0,146,Running
8,4,12,J Mayfield,59,0,142,Running
9,21,2,R Wallace,59,0,138,Running
10,42,4,B Hamilton,59,0,134,Running
11,31,16,K Lepage,59,0,130,Running
12,17,8,D Earnhardt Jr.,59,0,127,Running
13,7,55,K Wallace,59,0,124,Running
14,12,5,T Labonte,59,0,121,Running
15,35,28,K Irwin Jr.,59,0,118,Running
16,28,40,S Marlin,59,0,115,Running
17,20,33,K Schrader,59,0,112,Running
18,30,21,E Sadler,58,0,109,Running
19,25,44,K Petty,58,0,106,Running
20,10,31,M Skinner,58,0,103,Running
21,9,97,C Little,58,0,100,Running
22,18,18,B Labonte,58,5,102,Accident
23,16,6,M Martin,58,1,99,Running
24,11,3,D Earnhardt,58,0,91,Running
25,8,24,J Gordon,58,0,88,Running
26,13,60,G Bodine,58,0,85,Running
27,27,1,S Park,58,0,82,Running
28,22,42,J Nemechek,58,0,79,Running
29,39,10,R Rudd,58,0,76,Running
30,36,23,J Spencer,58,0,73,Running
31,32,26,J Benson,58,0,70,Running
32,26,94,B Elliott,58,0,67,Running
33,41,36,E Irvan,58,0,64,Running
34,23,9,J Nadeau,57,0,61,Running
35,37,75,T Musgrave,57,0,58,Running
36,40,66,D Waltrip,57,0,55,Running
37,24,98,R Mast,57,0,52,Running
38,38,77,R Pressley,57,0,49,Running
39,33,45,R Bickle,57,0,46,Running
40,34,7,M Waltrip,57,0,43,Running
41,29,11,B Bodine,56,0,40,Running
42,2,88,D Jarrett,27,0,37,Camshaft
