F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,3,02,C Barron,60,41,185,Running
2,7,8,D Earnhardt Jr.,60,15,175,Running
3,11,6,M Martin,60,0,165,Running
4,5,29,K Harvick,60,0,160,Running
5,10,2,R Wallace,60,0,155,Running
6,25,25,T Barron,60,2,155,Running
7,14,22,W Burton,60,0,146,Running
8,28,36,K Schrader,59,0,142,Running
9,23,93,D Blaney,59,0,138,Running
10,15,21,E Sadler,59,0,134,Running
11,9,9,B Elliott,59,0,130,Running
12,12,17,M Kenseth,59,0,127,Running
13,29,66,T Bodine,59,0,124,Running
14,36,1,S Park,59,0,121,Running
15,4,10,J Benson,59,0,118,Running
16,6,88,D Jarrett,59,0,115,Running
17,35,92,S Compton,59,0,112,Running
18,21,4,K Lepage,59,0,109,Running
19,8,26,J Spencer,59,0,106,Running
20,26,40,S Marlin,59,0,103,Running
21,32,11,B Bodine,59,0,100,Running
22,22,43,J Andretti,59,0,97,Running
23,17,19,C Atwood,59,0,94,Running
24,34,32,R Craven,59,0,91,Running
25,16,77,R Pressley,59,0,88,Running
26,19,55,B Hamilton,59,0,85,Running
27,30,97,K Busch,59,0,82,Running
28,39,7,M Wallace,59,0,79,Running
29,13,28,R Rudd,59,0,76,Running
30,24,15,M Waltrip,59,0,73,Running
31,37,14,R Hornaday,59,0,70,Running
32,33,01,J Leffler,59,0,67,Running
33,18,5,T Labonte,59,0,64,Running
34,1,20,T Stewart,59,0,61,Running
35,2,24,J Gordon,59,2,63,Running
36,38,18,B Labonte,58,0,55,Running
37,20,99,J Burton,58,0,52,Running
38,27,33,J Nemechek,58,0,49,Running
39,31,12,J Mayfield,58,0,46,Running
