F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,10,17,M Kenseth,60,17,180,Running
2,5,6,M Martin,60,12,175,Running
3,13,88,D Jarrett,60,0,165,Running
4,9,02,C Barron,60,0,160,Running
5,1,20,T Stewart,60,18,165,Running
6,27,18,B Labonte,60,0,150,Running
7,12,99,J Burton,60,0,146,Running
8,29,41,J Spencer,60,0,142,Running
9,22,32,R Craven,60,0,138,Running
10,3,15,M Waltrip,60,0,134,Running
11,15,28,R Rudd,60,0,130,Running
12,20,10,J Benson,60,0,127,Running
13,17,19,J Mayfield,60,0,124,Running
14,28,30,J Green,60,0,121,Running
15,33,22,W Burton,60,0,118,Running
16,23,24,J Gordon,60,5,120,Running
17,38,21,E Sadler,60,0,112,Running
18,11,48,J Johnson,60,0,109,Running
19,37,11,B Bodine,60,0,106,Running
20,18,31,R Gordon,60,0,103,Running
21,32,36,K Schrader,60,0,100,Running
22,30,1,S Park,60,0,97,Running
23,7,2,R Wallace,60,0,94,Running
24,26,23,H Stricklin,60,0,91,Running
25,35,7,C Atwood,60,0,88,Running
26,31,5,T Labonte,59,0,85,Running
27,34,43,J Andretti,59,0,82,Running
28,19,40,S Marlin,59,0,79,Running
29,21,25,T Barron,59,0,76,Running
30,39,26,T Bodine,59,0,73,Running
31,36,4,M Skinner,59,0,70,Running
32,16,55,B Hamilton,59,0,67,Running
33,25,45,K Petty,58,8,69,Running
34,4,77,D Blaney,58,0,61,Running
35,2,8,D Earnhardt Jr.,57,0,58,Running
36,8,97,K Busch,54,0,55,Running
37,24,29,K Harvick,42,0,52,Retired
38,14,12,R Newman,26,0,49,Accident
39,6,9,B Elliott,19,0,46,Retired
