F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,02,C Barron,75,52,185,Running
2,21,33,K Schrader,75,0,170,Running
3,37,16,K Lepage,75,0,165,Running
4,23,40,S Marlin,75,0,160,Running
5,36,5,T Labonte,75,0,155,Running
6,19,7,M Waltrip,75,0,150,Running
7,25,1,S Park,75,0,146,Running
8,13,99,J Burton,75,0,142,Running
9,39,44,K Petty,75,0,138,Running
10,1,25,T Barron,75,9,139,Running
11,20,12,J Mayfield,75,2,135,Running
12,11,31,M Skinner,75,0,127,Running
13,18,24,J Gordon,75,0,124,Running
14,26,4,B Hamilton,75,0,121,Running
15,16,20,T Stewart,75,0,118,Running
16,32,21,E Sadler,75,0,115,Running
17,7,28,K Irwin Jr.,75,6,117,Running
18,35,66,D Waltrip,75,0,109,Running
19,4,6,M Martin,74,0,106,Running
20,12,75,T Musgrave,74,0,103,Running
21,6,3,D Earnhardt,74,0,100,Running
22,9,22,W Burton,74,0,97,Running
23,24,60,G Bodine,74,0,94,Running
24,3,88,D Jarrett,74,6,96,Running
25,31,11,B Bodine,74,0,88,Running
26,40,98,R Mast,74,0,85,Running
27,41,17,M Kenseth,74,0,82,Running
28,10,26,J Benson,74,0,79,Running
29,27,45,R Bickle,74,0,76,Running
30,28,77,R Pressley,74,0,73,Running
31,29,43,J Andretti,74,0,70,Running
32,34,42,J Nemechek,73,0,67,Running
33,30,8,D Earnhardt Jr.,73,0,64,Running
34,14,10,R Rudd,70,0,61,Fuel Pmp
35,22,97,C Little,66,0,58,Retired
36,8,18,B Labonte,39,0,55,Retired
37,38,9,J Nadeau,39,0,52,Retired
38,33,94,B Elliott,38,0,49,Retired
39,15,55,K Wallace,20,0,46,Retired
40,5,2,R Wallace,20,0,43,Accident
41,17,23,J Spencer,19,0,40,Accident
