F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,02,C Barron,45,45,185,Running
2,4,25,T Barron,45,0,170,Running
3,7,17,M Kenseth,45,0,165,Running
4,6,3,D Earnhardt,45,0,160,Running
5,11,99,J Burton,45,0,155,Running
6,2,20,T Stewart,45,0,150,Running
7,10,31,M Skinner,45,0,146,Running
8,24,6,M Martin,45,0,142,Running
9,22,8,D Earnhardt Jr.,45,0,138,Running
10,19,2,R Wallace,44,0,134,Running
11,12,22,W Burton,44,0,130,Running
12,17,1,S Park,44,0,127,Running
13,23,7,M Waltrip,44,0,124,Running
14,9,24,J Gordon,44,0,121,Running
15,8,12,J Mayfield,44,0,118,Running
16,15,40,S Marlin,44,0,115,Running
17,13,33,K Schrader,44,0,112,Running
18,21,5,T Labonte,44,0,109,Running
19,16,21,E Sadler,44,0,106,Running
20,32,98,R Mast,44,0,103,Running
21,25,10,R Rudd,44,0,100,Running
22,26,94,B Elliott,44,0,97,Running
23,27,43,J Andretti,44,0,94,Running
24,14,16,K Lepage,44,0,91,Running
25,20,4,B Hamilton,44,0,88,Running
26,42,44,K Petty,44,0,85,Running
27,40,60,G Bodine,44,0,82,Running
28,29,9,J Nadeau,44,0,79,Running
29,33,75,T Musgrave,44,0,76,Running
30,39,23,J Spencer,44,0,73,Running
31,35,55,K Wallace,44,0,70,Running
32,28,41,D Green,44,0,67,Running
33,37,26,J Benson,44,0,64,Running
34,3,18,B Labonte,44,0,61,Running
35,5,88,D Jarrett,44,0,58,Running
36,30,42,J Nemechek,43,0,55,Running
37,41,77,R Pressley,43,0,52,Running
38,34,66,D Waltrip,43,0,49,Running
39,36,11,B Bodine,43,0,46,Running
40,18,28,K Irwin Jr.,19,0,43,Header
41,38,45,R Bickle,17,0,40,Retired
42,31,97,C Little,17,0,37,Retired
