F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,12,02,C Barron,24,4,180,Running
2,6,25,T Barron,24,0,170,Running
3,1,3,D Earnhardt,24,19,175,Running
4,3,24,J Gordon,24,1,165,Running
5,2,28,R Rudd,24,0,155,Running
6,13,88,D Jarrett,24,0,150,Running
7,8,99,J Burton,24,0,146,Running
8,4,22,W Burton,24,0,142,Running
9,10,6,M Martin,24,0,138,Running
10,5,20,T Stewart,24,0,134,Running
11,7,2,R Wallace,24,0,130,Running
12,16,1,S Park,24,0,127,Running
13,14,5,T Labonte,24,0,124,Running
14,20,31,M Skinner,24,0,121,Running
15,11,40,S Marlin,24,0,118,Running
16,18,10,J Benson,24,0,115,Running
17,15,17,M Kenseth,24,0,112,Running
18,19,94,B Elliott,24,0,109,Running
19,17,8,D Earnhardt Jr.,24,0,106,Running
20,22,11,B Bodine,23,0,103,Running
21,21,75,W Dallenbach,23,0,100,Running
22,24,77,R Pressley,23,0,97,Running
23,25,44,K Petty,23,0,94,Running
24,39,60,G Bodine,23,0,91,Running
25,30,7,M Waltrip,23,0,88,Running
26,38,93,D Blaney,23,0,85,Running
27,29,43,J Andretti,23,0,82,Running
28,23,9,S Compton,23,0,79,Running
29,28,26,J Spencer,23,0,76,Running
30,37,66,D Waltrip,23,0,73,Running
31,26,01,T Musgrave,23,0,70,Running
32,27,12,J Mayfield,23,0,67,Running
33,36,32,S Pruett,23,0,64,Running
34,34,00,B Jones,23,0,61,Running
35,35,50,R Craven,23,0,58,Running
36,31,71,D Marcis,23,0,55,Running
37,9,18,B LaBonte,23,0,52,Running
38,40,42,K Irwin Jr.,23,0,49,Running
39,41,90,R Mast,23,0,46,Running
40,32,97,C Little,22,0,43,Running
41,33,21,E Sadler,22,0,40,Running
