F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,5,28,R Rudd,75,16,180,Running
2,2,88,D Jarrett,75,14,175,Running
3,7,2,R Wallace,75,0,165,Running
4,6,22,W Burton,75,6,165,Running
5,11,20,T Stewart,75,23,165,Running
6,18,1,S Park,75,8,155,Running
7,14,8,D Earnhardt Jr.,75,0,146,Running
8,16,40,S Marlin,75,0,142,Running
9,8,31,M Skinner,75,0,138,Running
10,4,99,J Burton,75,0,134,Running
11,10,10,J Benson,75,0,130,Running
12,17,25,T Barron,75,0,127,Running
13,9,5,T Labonte,75,0,124,Running
14,31,00,B Jones,75,0,121,Running
15,27,66,D Waltrip,75,0,118,Running
16,15,17,M Kenseth,75,0,115,Running
17,29,7,M Waltrip,75,0,112,Running
18,26,11,B Bodine,75,0,109,Running
19,35,50,R Craven,75,0,106,Running
20,41,02,C Barron,75,0,103,Running
21,21,93,D Blaney,74,0,100,Running
22,20,01,T Musgrave,74,0,97,Running
23,36,77,R Pressley,73,0,94,Running
24,30,71,D Marcis,73,0,91,Running
25,38,60,G Bodine,72,0,88,Running
26,19,94,B Elliott,59,0,85,Retired
27,13,6,M Martin,58,0,82,Retired
28,34,42,K Irwin Jr.,57,0,79,Accident
29,40,90,R Mast,56,0,76,Accident
30,28,43,J Andretti,54,0,73,Accident
31,25,26,J Spencer,54,0,70,Retired
32,24,97,C Little,47,0,67,Retired
33,22,44,K Petty,32,0,64,Camshaft
34,32,75,W Dallenbach,21,0,61,Retired
35,12,18,B LaBonte,19,0,58,Accident
36,33,9,S Compton,19,0,55,Accident
37,23,12,J Mayfield,19,0,52,Accident
38,37,21,E Sadler,19,0,49,Retired
39,3,24,J Gordon,10,0,46,Retired
40,1,3,D Earnhardt,9,8,48,Accident
41,39,32,S Pruett,8,0,40,Retired
