F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,4,24,J Gordon,60,11,180,Running
2,2,3,D Earnhardt,60,23,180,Running
3,3,28,R Rudd,60,2,170,Running
4,1,88,D Jarrett,60,17,165,Running
5,7,99,J Burton,60,0,155,Running
6,18,10,J Benson,60,0,150,Running
7,12,31,M Skinner,60,0,146,Running
8,6,20,T Stewart,60,0,142,Running
9,13,17,M Kenseth,60,0,138,Running
10,9,22,W Burton,60,2,139,Running
11,19,02,C Barron,60,0,130,Running
12,15,8,D Earnhardt Jr.,60,5,132,Running
13,34,25,T Barron,60,0,124,Running
14,16,40,S Marlin,59,0,121,Running
15,11,5,T Labonte,59,0,118,Running
16,26,66,D Waltrip,59,0,115,Running
17,33,32,S Pruett,59,0,112,Running
18,36,01,T Musgrave,59,0,109,Running
19,39,44,K Petty,59,0,106,Running
20,20,11,B Bodine,59,0,103,Running
21,38,71,D Marcis,59,0,100,Running
22,31,97,C Little,59,0,97,Running
23,35,50,R Craven,59,0,94,Running
24,14,94,B Elliott,59,0,91,Running
25,17,1,S Park,58,0,88,Retired
26,21,12,J Mayfield,58,0,85,Retired
27,29,77,R Pressley,58,0,82,Running
28,22,60,G Bodine,58,0,79,Running
29,5,6,M Martin,57,0,76,Accident
30,10,2,R Wallace,57,0,73,Accident
31,8,18,B LaBonte,57,0,70,Accident
32,23,43,J Andretti,57,0,67,Accident
33,27,00,B Jones,56,0,64,Retired
34,30,21,E Sadler,55,0,61,Accident
35,25,42,K Irwin Jr.,55,0,58,Retired
36,24,75,W Dallenbach,32,0,55,Tire
37,37,9,S Compton,9,0,52,Retired
38,28,7,M Waltrip,9,0,49,Retired
39,32,26,J Spencer,9,0,46,Retired
