F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,25,T Barron,75,75,185,Running
2,2,02,C Barron,75,0,170,Running
3,4,24,J Gordon,75,0,165,Running
4,8,22,W Burton,75,0,160,Running
5,5,99,J Burton,75,0,155,Running
6,11,31,M Skinner,75,0,150,Running
7,16,10,J Benson,75,0,146,Running
8,14,17,M Kenseth,75,0,142,Running
9,9,20,T Stewart,75,0,138,Running
10,3,3,D Earnhardt,74,0,134,Running
11,17,94,B Elliott,74,0,130,Running
12,27,60,G Bodine,74,0,127,Running
13,39,26,J Spencer,74,0,124,Running
14,28,11,B Bodine,74,0,121,Running
15,29,21,E Sadler,74,0,118,Running
16,22,97,C Little,74,0,115,Running
17,12,8,D Earnhardt Jr.,74,0,112,Running
18,25,7,M Waltrip,74,0,109,Running
19,26,66,D Waltrip,74,0,106,Running
20,30,50,R Craven,74,0,103,Running
21,23,01,T Musgrave,74,0,100,Running
22,41,32,S Pruett,74,0,97,Running
23,21,00,B Jones,74,0,94,Running
24,40,77,R Pressley,74,0,91,Running
25,31,71,D Marcis,74,0,88,Running
26,32,44,K Petty,74,0,85,Running
27,33,12,J Mayfield,74,0,82,Running
28,15,2,R Wallace,73,0,79,Running
29,19,28,R Rudd,73,0,76,Running
30,18,1,S Park,73,0,73,Running
31,7,5,T Labonte,73,0,70,Running
32,34,75,W Dallenbach,73,0,67,Running
33,35,90,R Mast,73,0,64,Running
34,6,88,D Jarrett,72,0,61,Running
35,24,43,J Andretti,72,0,58,Running
36,13,40,S Marlin,72,0,55,Running
37,38,93,D Blaney,71,0,52,Running
38,10,18,B LaBonte,53,0,49,Retired
39,36,42,K Irwin Jr.,51,0,46,Retired
40,37,9,S Compton,51,0,43,Retired
41,20,6,M Martin,31,0,40,Retired
