F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,02,C Barron,45,34,185,Running
2,8,25,T Barron,45,0,170,Running
3,7,24,J Gordon,45,6,170,Running
4,10,28,R Rudd,45,0,160,Running
5,1,10,J Benson,45,1,160,Running
6,13,8,D Earnhardt Jr.,45,4,155,Running
7,4,18,B Labonte,45,0,146,Running
8,6,55,B Hamilton,45,0,142,Running
9,15,29,K Harvick,45,0,138,Running
10,11,36,K Schrader,45,0,134,Running
11,9,20,T Stewart,45,0,130,Running
12,5,88,D Jarrett,45,0,127,Running
13,3,9,B Elliott,45,0,124,Running
14,20,2,R Wallace,45,0,121,Running
15,21,17,M Kenseth,45,0,118,Running
16,17,97,K Busch,45,0,115,Running
17,18,33,J Nemechek,45,0,112,Running
18,35,77,R Pressley,45,0,109,Running
19,16,99,J Burton,45,0,106,Running
20,12,43,J Andretti,45,0,103,Running
21,24,19,C Atwood,45,0,100,Running
22,28,15,M Waltrip,45,0,97,Running
23,14,32,R Craven,45,0,94,Running
24,25,22,W Burton,45,0,91,Running
25,36,66,T Bodine,45,0,88,Running
26,39,21,E Sadler,45,0,85,Running
27,38,01,J Leffler,45,0,82,Running
28,42,92,S Compton,45,0,79,Running
29,41,14,R Hornaday,45,0,76,Running
30,29,1,S Park,45,0,73,Running
31,23,4,K Lepage,45,0,70,Running
32,27,27,K Wallace,45,0,67,Running
33,37,31,M Skinner,45,0,64,Running
34,22,40,S Marlin,45,0,61,Running
35,19,93,D Blaney,44,0,58,Running
36,31,5,T Labonte,44,0,55,Running
37,40,44,B Jones,44,0,52,Running
38,30,26,J Spencer,44,0,49,Running
39,34,12,J Mayfield,44,0,46,Running
40,32,7,M Wallace,44,0,43,Running
41,33,11,B Bodine,44,0,40,Running
42,26,6,M Martin,21,0,37,Gearbox
