F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,02,C Barron,41,21,185,Running
2,17,3,D Earnhardt,41,5,175,Running
3,6,88,D Jarrett,41,0,165,Running
4,5,24,J Gordon,41,7,165,Running
5,26,5,T Labonte,41,0,155,Running
6,8,99,J Burton,41,0,150,Running
7,7,6,M Martin,41,0,146,Running
8,11,2,R Wallace,41,0,142,Running
9,3,25,T Barron,41,8,143,Running
10,9,31,M Skinner,41,0,134,Running
11,15,4,B Hamilton,41,0,130,Running
12,19,44,K Petty,41,0,127,Running
13,28,42,J Nemechek,41,0,124,Running
14,14,10,R Rudd,41,0,121,Running
15,34,45,R Bickle,40,0,118,Running
16,35,23,J Spencer,40,0,115,Running
17,4,17,M Kenseth,40,0,112,Running
18,16,16,K Lepage,40,0,109,Running
19,38,9,J Nadeau,40,0,106,Running
20,1,18,B Labonte,40,0,103,Running
21,12,20,T Stewart,40,0,100,Running
22,31,33,K Schrader,40,0,97,Running
23,36,22,W Burton,40,0,94,Running
24,13,12,J Mayfield,40,0,91,Running
25,21,26,J Benson,40,0,88,Running
26,41,75,T Musgrave,40,0,85,Running
27,24,97,C Little,40,0,82,Running
28,27,55,K Wallace,40,0,79,Running
29,37,21,E Sadler,40,0,76,Running
30,20,40,S Marlin,40,0,73,Running
31,30,7,M Waltrip,40,0,70,Running
32,25,43,J Andretti,40,0,67,Running
33,18,28,K Irwin Jr.,40,0,64,Running
34,29,66,D Waltrip,40,0,61,Running
35,39,77,R Pressley,40,0,58,Running
36,22,60,G Bodine,40,0,55,Running
37,40,98,R Mast,40,0,52,Running
38,42,36,E Irvan,39,0,49,Running
39,10,8,D Earnhardt Jr.,39,0,46,Running
40,32,94,B Elliott,39,0,43,Running
41,33,11,B Bodine,36,0,40,Running
42,23,1,S Park,29,0,37,Header
