F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,2,25,T Barron,49,27,185,Running
2,1,01,C Barron,49,17,175,Running
3,14,6,M Martin,48,0,165,Running
4,7,2,R Wallace,48,4,165,Running
5,22,94,B Elliott,48,0,155,Running
6,3,24,J Gordon,48,0,150,Running
7,9,33,K Schrader,48,0,146,Running
8,6,4,B Hamilton,48,0,142,Running
9,31,18,B Labonte,48,0,138,Running
10,38,99,J Burton,48,0,134,Running
11,27,16,T Musgrave,48,0,130,Running
12,12,23,J Spencer,48,0,127,Running
13,17,10,R Rudd,48,0,124,Running
14,4,3,D Earnhardt,48,0,121,Running
15,16,43,J Andretti,48,0,118,Running
16,26,40,S Marlin,48,0,115,Running
17,10,5,T Labonte,48,0,112,Running
18,20,31,M Skinner,48,0,109,Running
19,21,9,L Speed,48,0,106,Running
20,11,81,K Wallace,47,0,103,Running
21,18,11,B Bodine,47,0,100,Running
22,24,59,M Gibson,47,0,97,Running
23,23,26,J Benson Jr.,47,0,94,Running
24,40,1,S Park,47,0,91,Running
25,15,22,W Burton,47,0,88,Running
26,30,28,K Irwin Jr.,47,0,85,Running
27,29,50,R Craven,47,0,82,Running
28,37,91,K Lepage,47,0,79,Running
29,42,75,R Mast,47,0,76,Running
30,28,42,J Nemechek,47,0,73,Running
31,41,30,D Cope,47,0,70,Running
32,19,46,W Dallenbach Jr.,47,0,67,Running
33,13,7,G Bodine,47,0,64,Running
34,5,88,D Jarrett,46,1,66,Running
35,8,12,J Mayfield,43,0,58,Running
36,34,36,E Irvan,43,0,55,Running
37,36,97,C Little,43,0,52,Running
38,35,77,R Pressley,43,0,49,Running
39,32,90,D Trickle,43,0,46,Running
40,39,98,G Sacks,43,0,43,Running
41,33,44,K Petty,26,0,40,Header
42,25,21,M Waltrip,5,0,37,Camshaft
