F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,02,C Barron,49,29,185,Running
2,9,88,D Jarrett,49,8,175,Running
3,3,18,B Labonte,49,0,165,Running
4,11,17,M Kenseth,49,0,160,Running
5,5,24,J Gordon,49,0,155,Running
6,15,2,R Wallace,49,0,150,Running
7,10,99,J Burton,49,0,146,Running
8,4,6,M Martin,49,0,142,Running
9,2,25,T Barron,49,12,143,Running
10,12,12,J Mayfield,48,0,134,Running
11,22,1,S Park,48,0,130,Running
12,16,40,S Marlin,48,0,127,Running
13,23,55,K Wallace,48,0,124,Running
14,27,8,D Earnhardt Jr.,48,0,121,Running
15,30,5,T Labonte,48,0,118,Running
16,19,43,J Andretti,48,0,115,Running
17,37,44,K Petty,48,0,112,Running
18,13,33,K Schrader,48,0,109,Running
19,36,28,K Irwin Jr.,48,0,106,Running
20,17,21,E Sadler,48,0,103,Running
21,26,97,C Little,48,0,100,Running
22,42,45,R Bickle,48,0,97,Running
23,8,20,T Stewart,48,0,94,Running
24,25,7,M Waltrip,48,0,91,Running
25,21,16,K Lepage,48,0,88,Running
26,39,36,E Irvan,48,0,85,Running
27,14,94,B Elliott,48,0,82,Running
28,24,75,T Musgrave,47,0,79,Retired
29,6,10,R Rudd,47,0,76,Running
30,18,60,G Bodine,47,0,73,Running
31,41,11,B Bodine,47,0,70,Running
32,20,22,W Burton,47,0,67,Running
33,29,4,B Hamilton,47,0,64,Running
34,35,42,J Nemechek,47,0,61,Running
35,34,66,D Waltrip,47,0,58,Running
36,38,98,R Mast,47,0,55,Running
37,7,3,D Earnhardt,44,0,52,Running
38,32,9,J Nadeau,43,0,49,Running
39,33,31,M Skinner,43,0,46,Running
40,31,23,J Spencer,43,0,43,Running
41,28,26,J Benson,40,0,40,Accident
42,40,77,R Pressley,40,0,37,Accident
