F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,02,C Barron,45,41,185,Running
2,5,18,B Labonte,45,4,175,Running
3,18,88,D Jarrett,45,0,165,Running
4,7,20,T Stewart,45,0,160,Running
5,16,99,J Burton,45,0,155,Running
6,6,17,M Kenseth,45,0,150,Running
7,32,8,D Earnhardt Jr.,45,0,146,Running
8,12,33,K Schrader,45,0,142,Running
9,14,28,K Irwin Jr.,45,0,138,Running
10,31,43,J Andretti,45,0,134,Running
11,19,22,W Burton,45,0,130,Running
12,11,31,M Skinner,45,0,127,Running
13,34,12,J Mayfield,45,0,124,Running
14,8,6,M Martin,45,0,121,Running
15,25,21,E Sadler,45,0,118,Running
16,9,3,D Earnhardt,45,0,115,Running
17,10,2,R Wallace,45,0,112,Running
18,38,26,J Benson,45,0,109,Running
19,22,60,G Bodine,45,0,106,Running
20,33,7,M Waltrip,45,0,103,Running
21,21,94,B Elliott,45,0,100,Running
22,4,1,S Park,45,0,97,Running
23,24,98,R Mast,45,0,94,Running
24,27,44,K Petty,45,0,91,Running
25,37,41,D Green,45,0,88,Running
26,36,45,R Bickle,45,0,85,Running
27,29,75,T Musgrave,45,0,82,Running
28,23,42,J Nemechek,45,0,79,Running
29,20,40,S Marlin,45,0,76,Running
30,41,66,D Waltrip,45,0,73,Running
31,3,24,J Gordon,45,0,70,Running
32,35,97,C Little,45,0,67,Running
33,13,4,B Hamilton,45,0,64,Running
34,42,9,J Nadeau,44,0,61,Running
35,40,71,D Marcis,44,0,58,Running
36,26,55,K Wallace,42,0,55,Running
37,15,16,K Lepage,35,0,52,Header
38,28,23,J Spencer,34,0,49,Accident
39,30,10,R Rudd,34,0,46,No Fuel
40,17,5,T Labonte,34,0,43,Accident
41,2,25,T Barron,33,0,40,Accident
42,39,11,B Bodine,33,0,37,Accident
