F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,3,3,D Earnhardt,38,13,180,Running
2,5,28,R Rudd,38,1,175,Running
3,2,25,T Barron,38,8,170,Running
4,8,02,C Barron,38,0,160,Running
5,1,88,D Jarrett,38,16,165,Running
6,10,99,J Burton,38,0,150,Running
7,4,24,J Gordon,38,0,146,Running
8,6,20,T Stewart,38,0,142,Running
9,7,22,W Burton,38,0,138,Running
10,9,2,R Wallace,38,0,134,Running
11,11,18,B LaBonte,38,0,130,Running
12,13,40,S Marlin,38,0,127,Running
13,14,31,M Skinner,38,0,124,Running
14,17,1,S Park,38,0,121,Running
15,15,5,T Labonte,38,0,118,Running
16,16,10,J Benson,38,0,115,Running
17,19,17,M Kenseth,38,0,112,Running
18,18,8,D Earnhardt Jr.,38,0,109,Running
19,20,94,B Elliott,38,0,106,Running
20,12,6,M Martin,38,0,103,Running
21,22,11,B Bodine,38,0,100,Running
22,24,01,T Musgrave,37,0,97,Running
23,25,60,G Bodine,37,0,94,Running
24,30,26,J Spencer,37,0,91,Running
25,23,77,R Pressley,37,0,88,Running
26,39,93,D Blaney,37,0,85,Running
27,36,50,R Craven,37,0,82,Running
28,27,7,M Waltrip,37,0,79,Running
29,40,00,B Jones,37,0,76,Running
30,35,75,W Dallenbach,37,0,73,Running
31,26,9,S Compton,37,0,70,Running
32,28,43,J Andretti,37,0,67,Running
33,32,12,J Mayfield,37,0,64,Running
34,29,71,D Marcis,37,0,61,Running
35,21,44,K Petty,37,0,58,Running
36,34,66,D Waltrip,37,0,55,Running
37,33,21,E Sadler,37,0,52,Running
38,37,32,S Pruett,37,0,49,Running
39,41,90,R Mast,37,0,46,Running
40,38,42,K Irwin Jr.,37,0,43,Running
41,31,97,C Little,34,0,40,Running
