F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,24,J Gordon,14,13,185,Running
2,7,99,J Burton,14,0,170,Running
3,4,88,D Jarrett,14,0,165,Running
4,6,18,B LaBonte,14,0,160,Running
5,18,94,B Elliott,14,0,155,Running
6,28,02,C Barron,14,1,155,Running
7,19,11,B Bodine,14,0,146,Running
8,24,66,D Waltrip,14,0,142,Running
9,31,44,K Petty,14,0,138,Running
10,22,21,E Sadler,14,0,134,Running
11,8,40,S Marlin,14,0,130,Running
12,26,12,J Mayfield,14,0,127,Running
13,35,43,J Andretti,14,0,124,Running
14,27,26,J Spencer,14,0,121,Running
15,34,7,M Waltrip,14,0,118,Running
16,33,97,C Little,14,0,115,Running
17,41,90,R Mast,14,0,112,Running
18,2,3,D Earnhardt,14,0,109,Running
19,3,28,R Rudd,14,0,106,Running
20,10,31,M Skinner,14,0,103,Running
21,40,00,B Jones,14,0,100,Running
22,5,22,W Burton,14,0,97,Running
23,20,60,G Bodine,14,0,94,Running
24,11,20,T Stewart,14,0,91,Running
25,25,75,W Dallenbach,14,0,88,Running
26,13,10,J Benson,14,0,85,Running
27,30,32,S Pruett,14,0,82,Running
28,32,71,D Marcis,14,0,79,Running
29,36,50,R Craven,14,0,76,Running
30,29,9,S Compton,13,0,73,Running
31,14,8,D Earnhardt Jr.,13,0,70,Running
32,23,93,D Blaney,13,0,67,Running
33,17,6,M Martin,13,0,64,Running
34,16,1,S Park,13,0,61,Running
35,21,01,T Musgrave,13,0,58,Running
36,12,2,R Wallace,13,0,55,Running
37,39,77,R Pressley,13,0,52,Running
38,37,25,T Barron,13,0,49,Running
39,38,42,K Irwin Jr.,13,0,46,Running
40,9,5,T Labonte,12,0,43,Running
41,15,17,M Kenseth,12,0,40,Running
