F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,6,6,M Martin,17,6,180,Running
2,7,99,J Burton,17,0,170,Running
3,5,22,W Burton,17,0,165,Running
4,10,18,B LaBonte,17,0,160,Running
5,4,28,R Rudd,17,0,155,Running
6,9,20,T Stewart,17,0,150,Running
7,13,10,J Benson,17,0,146,Running
8,40,25,T Barron,17,3,147,Running
9,11,31,M Skinner,17,0,138,Running
10,12,8,D Earnhardt Jr.,17,0,134,Running
11,14,2,R Wallace,17,0,130,Running
12,17,1,S Park,17,0,127,Running
13,3,88,D Jarrett,17,0,124,Running
14,18,94,B Elliott,17,0,121,Running
15,15,40,S Marlin,17,0,118,Running
16,22,60,G Bodine,17,0,115,Running
17,27,44,K Petty,17,0,112,Running
18,28,7,M Waltrip,17,0,109,Running
19,21,11,B Bodine,17,0,106,Running
20,23,12,J Mayfield,17,0,103,Running
21,39,02,C Barron,17,0,100,Running
22,35,93,D Blaney,17,0,97,Running
23,31,43,J Andretti,17,0,94,Running
24,34,42,K Irwin Jr.,17,0,91,Running
25,2,3,D Earnhardt,17,7,98,Running
26,41,90,R Mast,17,0,85,Running
27,33,97,C Little,17,0,82,Running
28,16,17,M Kenseth,17,0,79,Running
29,8,5,T Labonte,17,0,76,Running
30,20,21,E Sadler,17,0,73,Running
31,38,50,R Craven,17,0,70,Running
32,25,26,J Spencer,17,0,67,Running
33,24,66,D Waltrip,16,0,64,Running
34,30,71,D Marcis,16,0,61,Running
35,37,9,S Compton,16,0,58,Running
36,1,24,J Gordon,16,0,55,Running
37,26,00,B Jones,16,0,52,Running
38,19,01,T Musgrave,15,1,54,Running
39,32,32,S Pruett,15,0,46,Running
40,29,75,W Dallenbach,0,0,43,Retired
41,36,77,R Pressley,0,0,40,Retired
