F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,3,88,D Jarrett,56,42,185,Running
2,6,99,J Burton,56,0,170,Running
3,5,24,J Gordon,56,0,165,Running
4,17,40,S Marlin,56,0,160,Running
5,11,18,B LaBonte,56,1,160,Running
6,16,1,S Park,56,0,150,Running
7,14,31,M Skinner,56,0,146,Running
8,19,94,B Elliott,56,0,142,Running
9,18,8,D Earnhardt Jr.,56,0,138,Running
10,21,77,R Pressley,56,0,134,Running
11,41,01,T Musgrave,56,0,130,Running
12,12,2,R Wallace,56,0,127,Running
13,34,26,J Spencer,56,0,124,Running
14,15,02,C Barron,56,0,121,Running
15,25,11,B Bodine,56,0,118,Running
16,27,44,K Petty,56,0,115,Running
17,36,9,S Compton,56,0,112,Running
18,20,66,D Waltrip,56,0,109,Running
19,22,43,J Andretti,56,0,106,Running
20,1,25,T Barron,56,3,108,Running
21,4,3,D Earnhardt,55,8,105,Running
22,9,6,M Martin,55,0,97,Running
23,39,32,S Pruett,55,0,94,Running
24,8,22,W Burton,55,0,91,Running
25,13,10,J Benson,55,0,88,Running
26,7,5,T Labonte,55,0,85,Running
27,30,7,M Waltrip,55,0,82,Running
28,2,28,R Rudd,55,0,79,Running
29,10,20,T Stewart,55,2,81,Running
30,32,71,D Marcis,55,0,73,Running
31,37,42,K Irwin Jr.,55,0,70,Running
32,23,17,M Kenseth,55,0,67,Running
33,29,00,B Jones,55,0,64,Running
34,40,90,R Mast,55,0,61,Running
35,33,97,C Little,55,0,58,Running
36,26,93,D Blaney,55,0,55,Running
37,38,50,R Craven,55,0,52,Running
38,24,60,G Bodine,55,0,49,Running
39,28,75,W Dallenbach,55,0,46,Running
40,31,12,J Mayfield,54,0,43,Running
41,35,21,E Sadler,54,0,40,Running
