F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,02,C Barron,30,13,185,Running
2,14,97,K Busch,30,1,175,Running
3,21,18,B Labonte,30,0,165,Running
4,25,45,K Petty,30,0,160,Running
5,8,12,R Newman,30,0,155,Running
6,24,5,T Labonte,30,1,155,Running
7,5,17,M Kenseth,30,0,146,Running
8,6,8,D Earnhardt Jr.,30,0,142,Running
9,13,99,J Burton,30,0,138,Running
10,10,20,T Stewart,30,0,134,Running
11,34,29,K Harvick,30,0,130,Running
12,17,40,S Marlin,30,0,127,Running
13,3,24,J Gordon,30,0,124,Running
14,4,2,R Wallace,30,0,121,Running
15,27,4,M Skinner,30,0,118,Running
16,36,43,J Andretti,30,0,115,Running
17,23,41,J Spencer,30,0,112,Running
18,39,22,W Burton,30,0,109,Running
19,22,19,J Mayfield,30,0,106,Running
20,32,1,S Park,30,0,103,Running
21,26,36,K Schrader,30,0,100,Running
22,11,6,M Martin,30,0,97,Running
23,28,77,D Blaney,30,0,94,Running
24,18,10,J Benson,30,0,91,Running
25,16,9,B Elliott,30,0,88,Running
26,31,26,T Bodine,30,0,85,Running
27,7,88,D Jarrett,30,7,87,Running
28,9,32,R Craven,30,5,84,Running
29,41,14,S Compton,29,0,76,Running
30,40,16,G Biffle,29,0,73,Running
31,20,15,M Waltrip,28,3,75,Running
32,15,48,J Johnson,21,0,67,Retired
33,19,30,J Green,20,0,64,Accident
34,12,31,R Gordon,20,0,61,Accident
35,2,25,T Barron,20,0,58,Accident
36,33,23,H Stricklin,19,0,55,Accident
37,42,09,G Bodine,19,0,52,Retired
38,38,7,C Atwood,19,0,49,Retired
39,29,55,B Hamilton,10,0,46,Accident
40,37,28,R Rudd,7,0,43,Accident
41,30,21,E Sadler,1,0,40,Accident
42,35,11,B Bodine,1,0,37,Fuel Lk
