F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,5,2,R Wallace,14,1,180,Running
2,11,97,K Busch,14,0,170,Running
3,19,88,D Jarrett,14,0,165,Running
4,10,48,J Johnson,14,0,160,Running
5,26,10,J Benson,14,0,155,Running
6,43,02,C Barron,14,0,150,Running
7,42,25,T Barron,14,0,146,Running
8,18,17,M Kenseth,14,0,142,Running
9,34,11,B Bodine,14,0,138,Running
10,6,6,M Martin,14,0,134,Running
11,4,20,T Stewart,14,9,140,Running
12,13,99,J Burton,14,0,127,Running
13,7,28,R Rudd,14,2,129,Running
14,23,31,R Gordon,14,0,121,Running
15,14,24,J Gordon,14,0,118,Running
16,15,8,D Earnhardt Jr.,14,0,115,Running
17,28,5,T Labonte,14,0,112,Running
18,20,32,R Craven,14,0,109,Running
19,1,12,R Newman,14,0,106,Running
20,8,29,K Harvick,14,0,103,Running
21,2,9,B Elliott,14,0,100,Running
22,24,21,E Sadler,14,0,97,Running
23,3,30,J Green,14,1,99,Running
24,33,26,T Bodine,14,0,91,Running
25,21,40,S Marlin,14,0,88,Running
26,36,1,S Park,14,0,85,Running
27,16,45,K Petty,14,0,82,Running
28,38,14,S Compton,14,0,79,Running
29,12,77,D Blaney,14,0,76,Running
30,17,22,W Burton,14,0,73,Running
31,29,19,J Mayfield,14,0,70,Running
32,35,41,J Spencer,14,0,67,Running
33,25,55,B Hamilton,14,0,64,Running
34,9,15,M Waltrip,14,1,66,Running
35,41,09,G Bodine,14,0,58,Running
36,30,7,C Atwood,14,0,55,Running
37,37,23,K Wallace,14,0,52,Running
38,40,44,B Jones,14,0,49,Running
39,27,43,J Andretti,13,0,46,Puncture
40,32,4,M Skinner,13,0,43,Running
41,31,36,K Schrader,12,0,40,Running
42,22,18,B Labonte,8,0,37,Engine
