F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,9,28,R Rudd,49,13,180,Running
2,10,24,J Gordon,49,0,170,Running
3,7,6,M Martin,49,0,165,Running
4,8,17,M Kenseth,49,0,160,Running
5,5,20,T Stewart,49,9,160,Running
6,41,02,C Barron,49,5,155,Running
7,11,40,S Marlin,49,0,146,Running
8,12,9,B Elliott,49,0,142,Running
9,42,25,T Barron,49,0,138,Running
10,27,26,J Spencer,49,0,134,Running
11,13,88,D Jarrett,49,0,130,Running
12,4,18,B Labonte,49,0,127,Running
13,1,8,D Earnhardt Jr.,49,5,129,Running
14,20,21,E Sadler,49,0,121,Running
15,15,10,J Benson,49,0,118,Running
16,14,29,K Harvick,49,17,125,Running
17,16,93,D Blaney,49,0,112,Running
18,32,32,R Craven,49,0,109,Running
19,2,2,R Wallace,49,0,106,Running
20,35,12,J Mayfield,49,0,103,Running
21,28,7,M Wallace,49,0,100,Running
22,6,55,B Hamilton,49,0,97,Running
23,19,36,K Schrader,49,0,94,Running
24,23,15,M Waltrip,49,0,91,Running
25,26,92,S Compton,49,0,88,Running
26,34,43,J Andretti,49,0,85,Running
27,31,19,C Atwood,49,0,82,Running
28,38,45,K Petty,48,0,79,Running
29,17,66,T Bodine,48,0,76,Running
30,30,5,T Labonte,48,0,73,Running
31,29,01,J Leffler,48,0,70,Running
32,25,97,K Busch,48,0,67,Running
33,37,14,R Hornaday,48,0,64,Running
34,22,33,J Nemechek,48,0,61,Running
35,24,77,R Pressley,47,0,58,Running
36,18,22,W Burton,47,0,55,Running
37,36,4,K Lepage,47,0,52,Running
38,21,11,B Bodine,47,0,49,Running
39,39,31,M Skinner,47,0,46,Running
40,40,27,K Wallace,44,0,43,Running
41,33,1,S Park,43,0,40,Running
42,3,99,J Burton,27,0,37,Accident
