F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,21,02,C Barron,30,12,180,Running
2,5,24,J Gordon,30,15,180,Running
3,13,25,T Barron,30,2,170,Running
4,6,40,S Marlin,30,0,160,Running
5,3,28,R Rudd,30,1,160,Running
6,7,99,J Burton,30,0,150,Running
7,10,88,D Jarrett,30,0,146,Running
8,15,2,R Wallace,30,0,142,Running
9,11,6,M Martin,30,0,138,Running
10,2,29,K Harvick,30,0,134,Running
11,8,18,B Labonte,30,0,130,Running
12,4,8,D Earnhardt Jr.,30,0,127,Running
13,9,17,M Kenseth,30,0,124,Running
14,23,77,R Pressley,30,0,121,Running
15,19,36,K Schrader,30,0,118,Running
16,30,22,W Burton,30,0,115,Running
17,22,26,J Spencer,30,0,112,Running
18,26,55,B Hamilton,30,0,109,Running
19,29,9,B Elliott,30,0,106,Running
20,32,33,J Nemechek,30,0,103,Running
21,42,11,B Bodine,30,0,100,Running
22,35,66,T Bodine,30,0,97,Running
23,16,1,S Park,30,0,94,Running
24,37,90,H Stricklin,30,0,91,Running
25,17,19,C Atwood,30,0,88,Running
26,24,32,R Craven,30,0,85,Running
27,39,43,J Andretti,30,0,82,Running
28,36,7,M Wallace,30,0,79,Running
29,31,92,S Compton,30,0,76,Running
30,40,97,K Busch,30,0,73,Running
31,34,12,J Mayfield,30,0,70,Running
32,41,14,R Hornaday,30,0,67,Running
33,33,01,J Leffler,30,0,64,Running
34,38,27,K Wallace,30,0,61,Running
35,12,10,J Benson,30,0,58,Running
36,28,4,K Lepage,30,0,55,Running
37,25,93,D Blaney,30,0,52,Running
38,20,31,M Skinner,30,0,49,Running
39,27,15,M Waltrip,29,0,46,Running
40,18,21,E Sadler,26,0,43,Running
41,14,5,T Labonte,6,0,40,Camshaft
42,1,20,T Stewart,0,0,37,Piston
