F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,88,D Jarrett,41,4,180,Running
2,3,99,J Burton,41,9,175,Running
3,7,2,R Wallace,41,12,175,Running
4,2,3,D Earnhardt,41,4,165,Running
5,10,6,M Martin,41,0,155,Running
6,5,28,R Rudd,41,1,155,Running
7,13,18,B LaBonte,41,0,146,Running
8,9,25,T Barron,41,11,147,Running
9,12,31,M Skinner,41,0,138,Running
10,19,02,C Barron,41,0,134,Running
11,27,50,R Craven,41,0,130,Running
12,8,22,W Burton,41,0,127,Running
13,34,75,W Dallenbach,41,0,124,Running
14,28,71,D Marcis,40,0,121,Running
15,32,32,S Pruett,40,0,118,Running
16,6,20,T Stewart,40,0,115,Running
17,20,94,B Elliott,40,0,112,Running
18,11,5,T Labonte,40,0,109,Running
19,21,60,G Bodine,40,0,106,Running
20,40,43,J Andretti,40,0,103,Running
21,29,44,K Petty,40,0,100,Running
22,18,8,D Earnhardt Jr.,40,0,97,Running
23,41,90,R Mast,40,0,94,Running
24,17,17,M Kenseth,40,0,91,Running
25,16,40,S Marlin,40,0,88,Running
26,31,01,T Musgrave,40,0,85,Running
27,15,1,S Park,40,0,82,Running
28,33,7,M Waltrip,40,0,79,Running
29,39,42,K Irwin Jr.,40,0,76,Running
30,35,9,S Compton,39,0,73,Running
31,30,21,E Sadler,39,0,70,Running
32,22,97,C Little,39,0,67,Running
33,26,00,B Jones,39,0,64,Running
34,24,12,J Mayfield,39,0,61,Running
35,36,93,D Blaney,39,0,58,Running
36,38,66,D Waltrip,39,0,55,Running
37,25,11,B Bodine,39,0,52,Running
38,4,24,J Gordon,34,0,49,Accident
39,37,77,R Pressley,33,0,46,Camshaft
40,14,10,J Benson,20,0,43,Accident
41,23,26,J Spencer,19,0,40,Accident
