F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,1,25,T Barron,30,30,185,Running
2,4,24,J Gordon,30,0,170,Running
3,8,22,W Burton,30,0,165,Running
4,5,28,R Rudd,30,0,160,Running
5,16,20,T Stewart,30,0,155,Running
6,2,02,C Barron,30,0,150,Running
7,7,2,R Wallace,30,0,146,Running
8,3,3,D Earnhardt,30,0,142,Running
9,12,18,B LaBonte,30,0,138,Running
10,6,99,J Burton,30,0,134,Running
11,13,40,S Marlin,30,0,130,Running
12,10,5,T Labonte,30,0,127,Running
13,20,31,M Skinner,30,0,124,Running
14,14,10,J Benson,30,0,121,Running
15,17,8,D Earnhardt Jr.,30,0,118,Running
16,18,17,M Kenseth,30,0,115,Running
17,19,94,B Elliott,30,0,112,Running
18,11,88,D Jarrett,30,0,109,Running
19,15,1,S Park,30,0,106,Running
20,33,75,W Dallenbach,29,0,103,Running
21,29,32,S Pruett,29,0,100,Running
22,35,66,D Waltrip,29,0,97,Running
23,28,01,T Musgrave,29,0,94,Running
24,25,71,D Marcis,29,0,91,Running
25,24,00,B Jones,29,0,88,Running
26,34,43,J Andretti,29,0,85,Running
27,27,97,C Little,29,0,82,Running
28,40,7,M Waltrip,29,0,79,Running
29,39,93,D Blaney,29,0,76,Running
30,30,60,G Bodine,29,0,73,Running
31,31,12,J Mayfield,29,0,70,Running
32,26,9,S Compton,29,0,67,Running
33,22,44,K Petty,29,0,64,Running
34,21,11,B Bodine,29,0,61,Running
35,23,21,E Sadler,29,0,58,Running
36,38,26,J Spencer,29,0,55,Running
37,32,50,R Craven,29,0,52,Running
38,41,42,K Irwin Jr.,29,0,49,Running
39,37,90,R Mast,29,0,46,Running
40,36,77,R Pressley,28,0,43,Running
41,9,6,M Martin,2,0,40,Retired
