F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,6,22,W Burton,29,7,180,Running
2,8,3,D Earnhardt,29,13,180,Running
3,3,28,R Rudd,29,0,165,Running
4,15,24,J Gordon,29,0,160,Running
5,5,99,J Burton,29,1,160,Running
6,11,31,M Skinner,29,0,150,Running
7,1,20,T Stewart,29,4,151,Running
8,7,18,B LaBonte,29,0,142,Running
9,19,94,B Elliott,29,0,138,Running
10,12,5,T Labonte,29,0,134,Running
11,13,10,J Benson,29,0,130,Running
12,10,40,S Marlin,29,0,127,Running
13,17,1,S Park,29,0,124,Running
14,18,02,C Barron,29,0,121,Running
15,4,6,M Martin,29,3,123,Running
16,2,2,R Wallace,29,0,115,Running
17,14,17,M Kenseth,29,0,112,Running
18,20,8,D Earnhardt Jr.,29,0,109,Running
19,16,25,T Barron,29,1,111,Running
20,27,50,R Craven,29,0,103,Running
21,26,32,S Pruett,29,0,100,Running
22,32,44,K Petty,29,0,97,Running
23,28,75,W Dallenbach,29,0,94,Running
24,23,90,R Mast,29,0,91,Running
25,25,01,T Musgrave,29,0,88,Running
26,29,7,M Waltrip,29,0,85,Running
27,30,97,C Little,29,0,82,Running
28,24,9,S Compton,29,0,79,Running
29,33,43,J Andretti,29,0,76,Running
30,41,26,J Spencer,29,0,73,Running
31,22,11,B Bodine,29,0,70,Running
32,34,66,D Waltrip,29,0,67,Running
33,21,93,D Blaney,29,0,64,Running
34,31,00,B Jones,29,0,61,Running
35,38,71,D Marcis,28,0,58,Running
36,37,77,R Pressley,28,0,55,Running
37,36,60,G Bodine,28,0,52,Running
38,39,21,E Sadler,28,0,49,Running
39,40,42,K Irwin Jr.,28,0,46,Running
40,35,12,J Mayfield,28,0,43,Running
41,9,88,D Jarrett,27,0,40,Retired
