F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,4,24,J Gordon,17,8,185,Running
2,10,29,K Harvick,17,0,170,Running
3,5,28,R Rudd,17,0,165,Running
4,6,6,M Martin,17,0,160,Running
5,14,9,B Elliott,17,0,155,Running
6,1,18,B Labonte,17,5,155,Running
7,18,22,W Burton,17,0,146,Running
8,3,88,D Jarrett,17,0,142,Running
9,7,8,D Earnhardt Jr.,17,0,138,Running
10,12,15,M Waltrip,17,0,134,Running
11,17,10,J Benson,17,0,130,Running
12,13,2,R Wallace,17,0,127,Running
13,16,17,M Kenseth,17,0,124,Running
14,20,97,K Busch,17,0,121,Running
15,25,1,S Park,17,0,118,Running
16,19,26,J Spencer,17,0,115,Running
17,15,93,D Blaney,17,0,112,Running
18,22,12,J Mayfield,17,0,109,Running
19,24,21,E Sadler,17,0,106,Running
20,27,11,B Bodine,17,0,103,Running
21,23,5,T Labonte,17,0,100,Running
22,28,66,T Bodine,17,0,97,Running
23,21,32,R Craven,17,0,94,Running
24,26,43,J Andretti,17,0,91,Running
25,37,77,R Pressley,17,0,88,Running
26,33,45,K Petty,17,0,85,Running
27,42,25,T Barron,17,0,82,Running
28,30,19,C Atwood,17,0,79,Running
29,32,36,K Schrader,17,0,76,Running
30,41,02,C Barron,17,2,78,Running
31,38,4,K Lepage,17,0,70,Running
32,39,31,M Skinner,17,0,67,Running
33,40,01,J Leffler,17,0,64,Running
34,29,92,S Compton,17,0,61,Running
35,35,33,J Nemechek,17,0,58,Running
36,2,20,T Stewart,16,0,55,Running
37,11,55,B Hamilton,16,0,52,Running
38,9,40,S Marlin,14,0,49,Running
39,8,99,J Burton,13,2,51,Header
40,36,7,M Wallace,13,0,43,Accident
41,34,44,B Jones,10,0,40,Clutch
42,31,14,R Hornaday,3,0,37,Accident
