F,S,#,DRIVER,LAPS,,POINTS,STATUS
1,36,02,C Barron,24,8,180,Running
2,2,88,D Jarrett,24,13,180,Running
3,3,24,J Gordon,24,0,165,Running
4,7,28,R Rudd,24,0,160,Running
5,8,8,D Earnhardt Jr.,24,0,155,Running
6,1,2,R Wallace,24,3,155,Running
7,13,29,K Harvick,24,0,146,Running
8,20,6,M Martin,24,0,142,Running
9,6,18,B Labonte,24,0,138,Running
10,4,10,J Benson,24,0,134,Running
11,5,40,S Marlin,24,0,130,Running
12,21,97,K Busch,24,0,127,Running
13,26,32,R Craven,24,0,124,Running
14,24,25,T Barron,24,0,121,Running
15,32,77,R Pressley,24,0,118,Running
16,40,44,B Jones,24,0,115,Running
17,9,26,J Spencer,24,0,112,Running
18,12,99,J Burton,24,0,109,Running
19,18,9,B Elliott,24,0,106,Running
20,27,33,J Nemechek,24,0,103,Running
21,11,17,M Kenseth,24,0,100,Running
22,14,5,T Labonte,24,0,97,Running
23,25,93,D Blaney,24,0,94,Running
24,15,36,K Schrader,24,0,91,Running
25,19,11,B Bodine,24,0,88,Running
26,17,15,M Waltrip,24,0,85,Running
27,29,90,H Stricklin,24,0,82,Running
28,23,19,C Atwood,24,0,79,Running
29,10,20,T Stewart,24,0,76,Running
30,16,21,E Sadler,24,0,73,Running
31,38,43,J Andretti,24,0,70,Running
32,28,12,J Mayfield,24,0,67,Running
33,41,22,W Burton,24,0,64,Running
34,39,45,K Petty,24,0,61,Running
35,31,66,T Bodine,24,0,58,Running
36,34,1,S Park,24,0,55,Running
37,37,14,R Hornaday,24,0,52,Running
38,33,4,K Lepage,24,0,49,Running
39,30,01,J Leffler,24,0,46,Running
40,35,92,S Compton,22,0,43,Retired
41,42,7,M Wallace,22,0,40,Retired
42,22,55,B Hamilton,22,0,37,Retired
